Algorithm, method_start, restart, dimension, step, a, s1, s2, fes, fx
NM, pfefferSimplex, oriented, 5, default, 1.00300, 0.00391, 0.00000, 1075, 0.000045
ANM, pfefferSimplex, oriented, 5, default, 1.00300, 0.00391, 0.00000, 207, 0.000045
NM, pfefferSimplex, oriented, 5, default, 1.00300, 0.00391, 0.00391, 1075, 0.000045
ANM, pfefferSimplex, oriented, 5, default, 1.00300, 0.00391, 0.00391, 207, 0.000045
NM, pfefferSimplex, oriented, 5, default, 1.00300, 0.00391, 0.06250, 1075, 0.000045
ANM, pfefferSimplex, oriented, 5, default, 1.00300, 0.00391, 0.06250, 207, 0.000045
NM, pfefferSimplex, oriented, 5, default, 1.00300, 0.00391, 0.31641, 1075, 0.000045
ANM, pfefferSimplex, oriented, 5, default, 1.00300, 0.00391, 0.31641, 207, 0.000045
NM, pfefferSimplex, oriented, 5, default, 1.00300, 0.00391, 1.00000, 1075, 0.000045
ANM, pfefferSimplex, oriented, 5, default, 1.00300, 0.00391, 1.00000, 207, 0.000045
NM, pfefferSimplex, oriented, 5, default, 1.00300, 0.06250, 0.00000, 1075, 0.000045
ANM, pfefferSimplex, oriented, 5, default, 1.00300, 0.06250, 0.00000, 207, 0.000045
NM, pfefferSimplex, oriented, 5, default, 1.00300, 0.06250, 0.00391, 1075, 0.000045
ANM, pfefferSimplex, oriented, 5, default, 1.00300, 0.06250, 0.00391, 207, 0.000045
NM, pfefferSimplex, oriented, 5, default, 1.00300, 0.06250, 0.06250, 1075, 0.000045
ANM, pfefferSimplex, oriented, 5, default, 1.00300, 0.06250, 0.06250, 207, 0.000045
NM, pfefferSimplex, oriented, 5, default, 1.00300, 0.06250, 0.31641, 1075, 0.000045
ANM, pfefferSimplex, oriented, 5, default, 1.00300, 0.06250, 0.31641, 207, 0.000045
NM, pfefferSimplex, oriented, 5, default, 1.00300, 0.06250, 1.00000, 1075, 0.000045
ANM, pfefferSimplex, oriented, 5, default, 1.00300, 0.06250, 1.00000, 207, 0.000045
NM, pfefferSimplex, oriented, 5, default, 1.00300, 0.31641, 0.00000, 1075, 0.000045
ANM, pfefferSimplex, oriented, 5, default, 1.00300, 0.31641, 0.00000, 207, 0.000045
NM, pfefferSimplex, oriented, 5, default, 1.00300, 0.31641, 0.00391, 1075, 0.000045
ANM, pfefferSimplex, oriented, 5, default, 1.00300, 0.31641, 0.00391, 207, 0.000045
NM, pfefferSimplex, oriented, 5, default, 1.00300, 0.31641, 0.06250, 1075, 0.000045
ANM, pfefferSimplex, oriented, 5, default, 1.00300, 0.31641, 0.06250, 207, 0.000045
NM, pfefferSimplex, oriented, 5, default, 1.00300, 0.31641, 0.31641, 1075, 0.000045
ANM, pfefferSimplex, oriented, 5, default, 1.00300, 0.31641, 0.31641, 207, 0.000045
NM, pfefferSimplex, oriented, 5, default, 1.00300, 0.31641, 1.00000, 1075, 0.000045
ANM, pfefferSimplex, oriented, 5, default, 1.00300, 0.31641, 1.00000, 207, 0.000045
NM, pfefferSimplex, oriented, 5, default, 1.00300, 1.00000, 0.00000, 1075, 0.000045
ANM, pfefferSimplex, oriented, 5, default, 1.00300, 1.00000, 0.00000, 207, 0.000045
NM, pfefferSimplex, oriented, 5, default, 1.00300, 1.00000, 0.00391, 1075, 0.000045
ANM, pfefferSimplex, oriented, 5, default, 1.00300, 1.00000, 0.00391, 207, 0.000045
NM, pfefferSimplex, oriented, 5, default, 1.00300, 1.00000, 0.06250, 1075, 0.000045
ANM, pfefferSimplex, oriented, 5, default, 1.00300, 1.00000, 0.06250, 207, 0.000045
NM, pfefferSimplex, oriented, 5, default, 1.00300, 1.00000, 0.31641, 1075, 0.000045
ANM, pfefferSimplex, oriented, 5, default, 1.00300, 1.00000, 0.31641, 207, 0.000045
NM, pfefferSimplex, oriented, 5, default, 1.00300, 1.00000, 1.00000, 1075, 0.000045
ANM, pfefferSimplex, oriented, 5, default, 1.00300, 1.00000, 1.00000, 207, 0.000045
NM, pfefferSimplex, None, 5, default, -0.00300, 0.00000, 0.00000, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 0.00000, 0.00000, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 0.00000, 0.00391, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 0.00000, 0.00391, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 0.00000, 0.06250, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 0.00000, 0.06250, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 0.00000, 0.31641, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 0.00000, 0.31641, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 0.00000, 1.00000, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 0.00000, 1.00000, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 0.00391, 0.00000, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 0.00391, 0.00000, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 0.00391, 0.00391, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 0.00391, 0.00391, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 0.00391, 0.06250, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 0.00391, 0.06250, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 0.00391, 0.31641, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 0.00391, 0.31641, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 0.00391, 1.00000, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 0.00391, 1.00000, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 0.06250, 0.00000, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 0.06250, 0.00000, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 0.06250, 0.00391, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 0.06250, 0.00391, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 0.06250, 0.06250, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 0.06250, 0.06250, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 0.06250, 0.31641, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 0.06250, 0.31641, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 0.06250, 1.00000, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 0.06250, 1.00000, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 0.31641, 0.00000, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 0.31641, 0.00000, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 0.31641, 0.00391, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 0.31641, 0.00391, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 0.31641, 0.06250, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 0.31641, 0.06250, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 0.31641, 0.31641, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 0.31641, 0.31641, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 0.31641, 1.00000, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 0.31641, 1.00000, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 1.00000, 0.00000, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 1.00000, 0.00000, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 1.00000, 0.00391, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 1.00000, 0.00391, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 1.00000, 0.06250, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 1.00000, 0.06250, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 1.00000, 0.31641, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 1.00000, 0.31641, 290, 0.000046
NM, pfefferSimplex, None, 5, default, -0.00300, 1.00000, 1.00000, 260, 0.000045
ANM, pfefferSimplex, None, 5, default, -0.00300, 1.00000, 1.00000, 290, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 0.00000, 0.00000, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 0.00000, 0.00000, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 0.00000, 0.00391, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 0.00000, 0.00391, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 0.00000, 0.06250, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 0.00000, 0.06250, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 0.00000, 0.31641, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 0.00000, 0.31641, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 0.00000, 1.00000, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 0.00000, 1.00000, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 0.00391, 0.00000, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 0.00391, 0.00000, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 0.00391, 0.00391, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 0.00391, 0.00391, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 0.00391, 0.06250, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 0.00391, 0.06250, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 0.00391, 0.31641, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 0.00391, 0.31641, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 0.00391, 1.00000, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 0.00391, 1.00000, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 0.06250, 0.00000, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 0.06250, 0.00000, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 0.06250, 0.00391, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 0.06250, 0.00391, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 0.06250, 0.06250, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 0.06250, 0.06250, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 0.06250, 0.31641, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 0.06250, 0.31641, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 0.06250, 1.00000, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 0.06250, 1.00000, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 0.31641, 0.00000, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 0.31641, 0.00000, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 0.31641, 0.00391, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 0.31641, 0.00391, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 0.31641, 0.06250, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 0.31641, 0.06250, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 0.31641, 0.31641, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 0.31641, 0.31641, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 0.31641, 1.00000, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 0.31641, 1.00000, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 1.00000, 0.00000, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 1.00000, 0.00000, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 1.00000, 0.00391, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 1.00000, 0.00391, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 1.00000, 0.06250, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 1.00000, 0.06250, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 1.00000, 0.31641, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 1.00000, 0.31641, 216, 0.000046
NM, pfefferSimplex, None, 5, default, 1.00300, 1.00000, 1.00000, 1075, 0.000045
ANM, pfefferSimplex, None, 5, default, 1.00300, 1.00000, 1.00000, 216, 0.000046
NM, rOptimSimplex, oriented, 5, default, -0.00300, 0.00000, 0.00000, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 0.00000, 0.00000, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 0.00000, 0.00391, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 0.00000, 0.00391, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 0.00000, 0.06250, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 0.00000, 0.06250, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 0.00000, 0.31641, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 0.00000, 0.31641, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 0.00000, 1.00000, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 0.00000, 1.00000, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 0.00391, 0.00000, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 0.00391, 0.00000, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 0.00391, 0.00391, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 0.00391, 0.00391, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 0.00391, 0.06250, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 0.00391, 0.06250, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 0.00391, 0.31641, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 0.00391, 0.31641, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 0.00391, 1.00000, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 0.00391, 1.00000, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 0.06250, 0.00000, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 0.06250, 0.00000, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 0.06250, 0.00391, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 0.06250, 0.00391, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 0.06250, 0.06250, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 0.06250, 0.06250, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 0.06250, 0.31641, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 0.06250, 0.31641, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 0.06250, 1.00000, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 0.06250, 1.00000, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 0.31641, 0.00000, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 0.31641, 0.00000, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 0.31641, 0.00391, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 0.31641, 0.00391, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 0.31641, 0.06250, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 0.31641, 0.06250, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 0.31641, 0.31641, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 0.31641, 0.31641, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 0.31641, 1.00000, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 0.31641, 1.00000, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 1.00000, 0.00000, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 1.00000, 0.00000, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 1.00000, 0.00391, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 1.00000, 0.00391, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 1.00000, 0.06250, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 1.00000, 0.06250, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 1.00000, 0.31641, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 1.00000, 0.31641, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, -0.00300, 1.00000, 1.00000, 961, 0.000045
ANM, rOptimSimplex, oriented, 5, default, -0.00300, 1.00000, 1.00000, 238, 0.000045
NM, rOptimSimplex, oriented, 5, default, 1.00300, 0.00000, 0.00000, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 0.00000, 0.00000, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 0.00000, 0.00391, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 0.00000, 0.00391, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 0.00000, 0.06250, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 0.00000, 0.06250, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 0.00000, 0.31641, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 0.00000, 0.31641, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 0.00000, 1.00000, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 0.00000, 1.00000, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 0.00391, 0.00000, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 0.00391, 0.00000, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 0.00391, 0.00391, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 0.00391, 0.00391, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 0.00391, 0.06250, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 0.00391, 0.06250, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 0.00391, 0.31641, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 0.00391, 0.31641, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 0.00391, 1.00000, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 0.00391, 1.00000, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 0.06250, 0.00000, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 0.06250, 0.00000, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 0.06250, 0.00391, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 0.06250, 0.00391, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 0.06250, 0.06250, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 0.06250, 0.06250, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 0.06250, 0.31641, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 0.06250, 0.31641, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 0.06250, 1.00000, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 0.06250, 1.00000, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 0.31641, 0.00000, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 0.31641, 0.00000, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 0.31641, 0.00391, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 0.31641, 0.00391, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 0.31641, 0.06250, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 0.31641, 0.06250, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 0.31641, 0.31641, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 0.31641, 0.31641, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 0.31641, 1.00000, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 0.31641, 1.00000, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 1.00000, 0.00000, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 1.00000, 0.00000, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 1.00000, 0.00391, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 1.00000, 0.00391, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 1.00000, 0.06250, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 1.00000, 0.06250, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 1.00000, 0.31641, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 1.00000, 0.31641, 162, 0.000046
NM, rOptimSimplex, oriented, 5, default, 1.00300, 1.00000, 1.00000, 239, 0.000045
ANM, rOptimSimplex, oriented, 5, default, 1.00300, 1.00000, 1.00000, 162, 0.000046
NM, rOptimSimplex, None, 5, default, -0.00300, 0.00000, 0.00000, 961, 0.000045
ANM, rOptimSimplex, None, 5, default, -0.00300, 0.00000, 0.00000, 240, 0.000045
NM, rOptimSimplex, None, 5, default, -0.00300, 0.00000, 0.00391, 961, 0.000045
ANM, rOptimSimplex, None, 5, default, -0.00300, 0.00000, 0.00391, 240, 0.000045
NM, rOptimSimplex, None, 5, default, -0.00300, 0.00000, 0.06250, 961, 0.000045
ANM, rOptimSimplex, None, 5, default, -0.00300, 0.00000, 0.06250, 240, 0.000045
NM, rOptimSimplex, None, 5, default, -0.00300, 0.00000, 0.31641, 961, 0.000045
ANM, rOptimSimplex, None, 5, default, -0.00300, 0.00000, 0.31641, 240, 0.000045
NM, rOptimSimplex, None, 5, default, -0.00300, 0.00000, 1.00000, 961, 0.000045
ANM, rOptimSimplex, None, 5, default, -0.00300, 0.00000, 1.00000, 240, 0.000045
NM, rOptimSimplex, None, 5, default, -0.00300, 0.00391, 0.00000, 961, 0.000045
ANM, rOptimSimplex, None, 5, default, -0.00300, 0.00391, 0.00000, 240, 0.000045
NM, rOptimSimplex, None, 5, default, -0.00300, 0.00391, 0.00391, 961, 0.000045
ANM, rOptimSimplex, None, 5, default, -0.00300, 0.00391, 0.00391, 240, 0.000045
NM, rOptimSimplex, None, 5, default, -0.00300, 0.00391, 0.06250, 961, 0.000045
